JAC 2019	Carbon dioxide	Oxalic acid	Acetaldehyde	Ethanol	Acetone	"2,3-Epoxybutane"	Cyclopentane	"Propanal, 2-methyl-"	"Butanal, 3-hydroxy-"	Ethylenediamine	1-Propanol	"Formic acid, ethenyl ester"	"1,2,4-Butanetriol"	Acetohydroxamic acid	"Carbamic acid, methyl ester"	"Silanol, trimethyl-"	2-Butanone	"2-Butanol, (R)-"	"1,3-Butanediol"	"Ethanamine, 2,2'-oxybis-"	Tetrahydrofuran	"Propanoic acid, chloro-2-hydroxy-"	"1-Propanol, 2-methyl-"	"Disiloxane, hexamethyl-"	2-Dimethyl(trimethylsilyl)silyloxytetradecane	Pentane	"Butanal, 3-methyl-"	"Butanal, 2-methyl-"	1-Butanol	"1-Propanol, 2-amino-, (±)-"	"2-Butanone, 3-methyl-"	2-Pentanone	Cyclopentanol	Pentanal	"2,3-Pentanedione"	"Butanoic acid, 3-hydroxy-"	Cystine	(-)-Norephedrine	"Butanoic acid, methyl ester"	"2-Propanol, 1,3-dichloro-"	Acetic acid	"Disulfide, dimethyl"	Methyl Isobutyl Ketone	"1-Butanol, 3-methyl-"	"1-Butanol, 3-methyl-, formate"	"Pentanoic acid, 4-methyl-"	Toluene	"Benzeneethanol, a-methyl-"	"Ethanol, 2-nitro-, propionate (ester)"	2-Octene	1-Pentanol	Propanoic acid	2-Hexanone	"Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester"	"Propanoic acid, 2-methyl-"	"Tricyclo[4.3.1.1(3,8)]undecane-3-carboxylic acid"	"1,1,3,3-Tetramethyl-1,3-bis[(2Z)-pent-2-en-1-yloxy]disiloxane"	2-Pentanol	Butanoic acid	"Trisiloxane, octamethyl-"	1-Hexanol	Ethylbenzene	l-Gala-l-ido-octose	"1,3-Cyclopentadiene, 5-(1-methylethylidene)-"	DL-Arabinose	"Acetic acid, pentyl ester"	Heptanal	"Butanoic acid, 3-methyl-"	"Butanoic acid, 2-methyl-"	Styrene	2-Heptanone	"2-Hexanone, 4-methyl-"	2-Trifluoroacetoxydodecane	Tetraacetyl-d-xylonic nitrile	Pentanoic acid	"Propanedioic acid, propyl-"	"1H-Pyrrole, 2,5-dihydro-1-nitroso-"	"Cyclotetrasiloxane, octamethyl-"	Amphetamine	"Benzene, propyl-"	"Benzene, 1-ethyl-3-methyl-"	"Benzene, 1-ethyl-4-methyl-"	"Benzene, 1,2,4-trimethyl-"	"Benzene, 1,2,3-trimethyl-"	"D-erythro-Pentose, 2-deoxy-"	Decane	"9,12,15-Octadecatrienoic acid, 2-[(trimethylsilyl)oxy]-1-[[(trimethylsilyl)oxy]methyl]ethyl ester, (Z,Z,Z)-"	"Benzene, 1-ethyl-2-methyl-"	"a-D-Glucopyranoside, O-a-D-glucopyranosyl-(1.fwdarw.3)-ß-D-fructofuranosyl"	Dimethyl trisulfide	Benzaldehyde	Succindialdehyde	2-Octanone	"Tetrasiloxane, decamethyl-"	Hexanoic acid	D-Limonene	Mesitylene	"Pentanoic acid, heptyl ester"	3-(Prop-2-enoyloxy)dodecane	"1-Hexanethiol, 2-ethyl-"	"Octane, 4-chloro-"	"3,6-Octadecadiynoic acid, methyl ester"	3-tert-Butyl-5-chloro-2-hydroxybenzophenone	Phenol	Pterin-6-carboxylic acid	2-Hexadecanol	"Octadecane, 1-(ethenyloxy)-"	"Octadecane, 6-methyl-"	Benzeneacetaldehyde	"12,15-Octadecadiynoic acid, methyl ester"	Chlorozotocin	"Benzeneacetamide, a-ethyl-"	"Glycine, N-[(phenylmethoxy)carbonyl]-"	"Benzene, 4-ethyl-1,2-dimethyl-"	"Cyclopentasiloxane, decamethyl-"	Acetophenone	?-Chlorobutyrophenone	"Cyclohexene, 1-methyl-4-(1-methylethylidene)-"	Nonanal	Paromomycin	"9-Octadecen-12-ynoic acid, methyl ester"	Arginine	"Phenol, 3-methyl-"	p-Cresol	"L-Serine, O-(phenylmethyl)-"	"Benzenemethanol, 2-(2-aminopropoxy)-3-methyl-"	N-Benzyloxycarbonyl-dl-norleucine	3-Trifluoroacetoxypentadecane	Decanal	Tridemorph	Glycylsarcosine	N e-Carbobenzyloxy-L-lysine	?-Guanidinobutyric acid	4-Cyclopropylcarbonyloxytridecane	"Benzyl alcohol, p-hydroxy-a-[(methylamino)methyl]-"	"Cyclohexasiloxane, dodecamethyl-"	"Isoquinoline, decahydro-"	Undecanal	Indole	"Butanoic acid, 4,4'-dithiobis[2-amino-, (R*,R*)-(±)-"	"Butanoic acid, 4,4'-dithiobis[2-amino-, [S-(R*,R*)]-"	"Carbamic acid, N-[10,11-dihydro-5-(2-methylamino-1-oxoethyl)-3-5H-dibenzo[b,f]azepinyl]-, ethyl ester"	"9-Tetradecen-1-ol, acetate, (E)-"	1-Monolinoleoylglycerol trimethylsilyl ether	Heptacosane	"1H-Indole, 3-methyl-"	"1H-Indole, 7-methyl-"	"1H-Indole, 2-methyl-"	"1,2-Benzisothiazol-3-amine tbdms"	Gentamicin a	"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-"	"4-Methoxycarbonylmethylundec-3-enedioic acid, dimethyl ester"	Butylated Hydroxytoluene	"Thieno[2,3-c]furan-3-carbonitrile, 2-amino-4,6-dihydro-4,4,6,6-tetramethyl-"	"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-"	10-Octadecenal	"1,4-Bis(trimethylsilyl)benzene"	"Octadecane, 3-ethyl-5-(2-ethylbutyl)-"	Ethyl iso-allocholate	"Cyclotrisiloxane, hexamethyl-"
F3_D13 VOC 154_96.txt	9.61E+07	2.74E+08	3.16E+07	1.62E+08	5.80E+07	0	3.41E+07	9864670	9600450	306945	1.09E+08	0	0	0	0	2.56E+08	2.19E+08	1.95E+07	0	1658450	6.35E+07	0	1.71E+08	0	0	0	0	0	1.30E+08	0	0	0	0	0	0	0	0	0	6.06E+07	0	6.48E+08	0	0	0	3.43E+08	5.28E+08	0	0	1.02E+08	0	0	3.22E+07	0	0	5.22E+08	0	0	0	1.62E+09	0	0	0	0	0	0	0	0	3.67E+08	0	0	0	1.44E+08	0	4382820	0	2722800	0	1.35E+08	5140760	0	5.70E+07	0	0	1.31E+08	7783040	3.37E+07	0	0	0	0	0	1.03E+08	6.29E+07	0	6.87E+08	0	2.96E+07	0	1.67E+07	1.85E+07	0	1.21E+07	0	0	3755240	0	0	0	0	0	0	0	0	0	4.66E+07	0	0	0	1.69E+07	0	0	0	2.47E+07	0	0	0	0	0	0	0	0	0	6825400	9854730	0	1.98E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13E+07
F3_D15 147_329.txt	9.73E+07	0	1.91E+08	3.56E+07	8.52E+07	0	1.31E+07	9587860	1487520	5246000	3.13E+07	0	0	0	0	2.86E+07	2.92E+07	0	0	0	0	0	8432440	0	0	1.08E+07	1.59E+07	2.89E+07	1.04E+08	0	0	0	1.42E+07	0	0	4354930	0	0	1.42E+07	0	2.50E+08	0	7.76E+07	0	3.69E+07	2.59E+07	7.56E+07	0	3.42E+07	0	0	0	0	0	0	0	0	0	7.27E+08	0	0	0	0	0	0	0	1.16E+07	1.20E+08	1.48E+08	0	0	0	0	0	1.80E+08	7148380	0	1.31E+08	4584970	0	5.87E+07	0	6597480	0	1.82E+07	0	1.71E+08	0	0	0	0	0	0	1.28E+07	2.27E+07	0	3369900	3642120	0	8963670	0	5482580	0	3.76E+07	5353060	0	0	0	0	4552100	0	0	0	0	4.36E+07	2.05E+07	0	0	8313550	0	0	7775770	0	1.62E+08	8109810	0	0	0	4843850	0	2833840	0	0	0	2597840	1.31E+07	0	0	2.09E+07	0	0	0	0	0	0	0	0	0	1288460	0	2974060	0	3215050	2006700	861834	0	0	0	0	2.22E+08
F3_D15 148_154.txt	6.59E+07	2.78E+08	0	6.57E+07	1.34E+08	1.32E+07	2.80E+07	6997270	6206220	2368590	3.19E+07	0	0	0	0	9.14E+07	1.04E+08	0	0	0	1.42E+07	0	1.53E+07	0	0	0	8669450	0	2.34E+07	0	5805490	0	0	0	0	1337600	0	0	8581090	0	8.30E+08	0	0	0	0	3.77E+08	0	0	3.69E+08	0	0	0	0	0	0	0	0	0	6.26E+08	0	0	0	0	0	0	0	0	0	0	0	0	8.61E+07	0	1.17E+07	0	1.27E+07	0	1.12E+08	1.20E+07	0	6.19E+07	0	0	9.01E+07	1.35E+08	2.08E+07	9621880	0	0	0	0	7730930	4.67E+07	1.21E+07	6.47E+08	0	1.85E+07	2.23E+07	0	0	0	3911450	0	3.70E+07	8749050	6431040	0	0	0	0	0	0	0	6916800	3.97E+07	0	0	0	1.92E+07	0	0	1.01E+07	2.66E+07	0	0	0	0	0	1.07E+07	0	0	0	9217070	9421980	0	1.88E+07	0	0	0	0	0	0	0	0	9925640	0	0	0	0	0	0	0	0	0	0	0	565180	0	0	4034450
F3_D15 154_230.txt	9.11E+07	0	2.73E+08	1.69E+08	1.59E+08	4057050	1.07E+07	4.06E+07	2712790	1384790	4.35E+07	0	0	0	0	5.25E+07	6.48E+07	8212860	0	0	0	0	1.46E+07	0	0	0	2.16E+07	2.46E+07	1.23E+08	0	1.71E+07	0	2.07E+07	0	0	0	4272290	0	2.29E+07	0	2.43E+08	0	3.11E+07	0	2.57E+07	2.12E+07	0	0	1.53E+07	0	0	1.39E+08	0	0	0	0	0	0	9.25E+08	0	0	0	0	0	0	0	1.24E+07	1.74E+08	0	0	0	0	0	1873110	3.30E+08	0	0	1.13E+08	1.09E+07	0	3.74E+07	0	1.56E+07	0	0	7707450	7778710	7298880	0	0	1.20E+08	0	1.13E+07	1.24E+07	4.63E+07	0	6813810	4965790	0	1.02E+07	0	6152120	1807200	4.98E+07	4881320	0	0	0	0	0	0	0	0	0	4.52E+07	3.35E+07	0	0	3.02E+07	0	0	1.02E+07	0	1.43E+08	0	0	0	0	1.72E+07	0	0	0	4025680	1.02E+07	0	1.76E+07	0	0	0	0	0	0	5401970	0	0	0	0	0	0	0	0	0	1.35E+07	0	0	0	7226700	0	0	2.01E+08
F3_D15 155_159.txt	7.62E+07	3.28E+08	2.12E+08	1.51E+08	1.43E+08	6448040	7.87E+07	4.44E+07	4715310	0	6.52E+07	0	0	0	0	1.24E+08	1.05E+08	0	0	0	2.65E+07	0	3.07E+07	0	0	0	3.09E+07	2.16E+07	1.52E+08	0	0	4.60E+07	0	3.23E+07	0	0	0	0	3.08E+07	0	1.88E+08	0	6.62E+07	0	8.06E+07	2.45E+07	4.63E+07	0	1295320	0	3.02E+08	1.25E+08	4.15E+07	0	0	0	0	0	6.81E+08	0	0	0	0	1.30E+07	0	0	2.11E+07	2.39E+08	0	0	9.43E+07	0	0	0	2.56E+08	0	0	2.40E+08	0	2.93E+07	8.12E+07	0	0	2.38E+08	2.10E+07	7.70E+07	0	0	0	0	0	0	9.09E+07	5.72E+07	0	0	5.44E+07	2.20E+07	0	4.21E+07	0	6186580	0	0	5028800	0	0	0	0	0	0	1.47E+07	0	2.60E+07	1.15E+08	0	0	0	0	0	2.50E+07	8322230	0	6.29E+07	0	0	0	0	1.11E+07	0	0	0	0	5048320	0	8.11E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79E+07
F3_D15 170_102.txt	1.86E+08	5.64E+08	8334850	6.90E+07	1.48E+08	0	1.48E+08	1.93E+07	1.85E+07	5006610	0	0	0	6986030	3.46E+08	0	3.02E+08	5.06E+07	0	2879570	5.24E+07	0	2.34E+08	0	0	0	0	0	0	0	0	6.63E+07	3.88E+07	0	0	0	0	0	9.62E+07	0	2.31E+08	0	0	1.23E+09	0	1.36E+08	8.37E+07	0	0	0	0	0	0	0	2.05E+08	0	0	7238850	9.90E+08	0	0	0	0	0	0	4.06E+07	1.97E+07	1.51E+08	0	1.32E+08	1.14E+08	0	0	1811850	2.79E+08	0	0	1.47E+08	1.43E+07	3.13E+07	9.59E+07	0	0	2.01E+08	1648500	6.91E+07	1.06E+07	0	0	0	0	4.36E+07	7.93E+07	0	0	0	3.65E+07	0	1.62E+07	0	0	1.61E+07	0	0	6962400	0	0	0	0	1.46E+07	0	0	0	0	6.54E+07	0	0	0	5.04E+07	0	0	6834690	0	0	0	0	0	0	2.38E+07	0	0	0	1.38E+07	0	0	2.16E+07	0	0	0	0	0	2993160	0	0	0	0	0	0	0	0	6376500	0	0	2715610	0	0	1054430	0	0	1.07E+08
F3_D15 178_322.txt	3.05E+07	0	1.58E+08	8.41E+07	2.50E+08	0	1.07E+08	6.38E+07	2564420	0	1.40E+08	1821580	0	0	0	1.19E+08	1.77E+08	0	0	0	9037170	0	6.24E+07	0	0	0	2.16E+08	9.12E+07	2.28E+08	0	3.29E+07	0	2.59E+07	0	0	0	0	0	0	0	5.62E+07	0	0	0	0	0	5.08E+07	0	4.69E+08	2.29E+07	0	0	0	0	1.09E+08	0	0	0	7.19E+08	0	0	0	0	0	0	0	1.71E+07	1.10E+08	0	0	0	0	0	2241540	1.98E+08	2.54E+07	2480100	1.23E+08	0	8687800	4.04E+07	0	1.40E+07	6.75E+07	1.53E+07	8070770	0	0	0	0	0	3.00E+07	0	1.43E+07	0	0	0	0	0	0	1.27E+07	1544670	0	2.64E+07	3380390	0	7295620	0	0	1.39E+07	0	0	0	0	3.49E+07	0	1.39E+07	0	1.57E+07	0	2707250	1707100	0	3.05E+07	0	0	0	0	5936470	3987910	0	0	0	2591070	4606740	1.26E+07	0	0	0	0	0	0	0	1852810	0	0	0	6472990	0	0	3758330	0	0	1735680	0	0	859893	0	0	2.00E+08
F3_D15 182_262.txt	1.14E+08	3.32E+08	2.43E+08	9.02E+07	5.89E+07	0	2.41E+07	1.96E+07	2008910	0	5.81E+07	0	0	0	0	8.23E+07	5.58E+07	5373290	0	0	0	0	2.99E+07	0	0	0	1.45E+07	1.45E+07	4.57E+07	0	3358930	0	0	6790760	0	0	0	0	5387770	0	4.15E+08	0	1.33E+07	0	3.62E+07	0	0	0	2.22E+07	0	1.55E+08	0	0	0	0	0	0	0	9.93E+08	0	0	0	0	0	0	0	0	1.75E+08	1.34E+08	0	0	0	0	2491790	4.11E+08	0	0	1.04E+08	4656900	0	2.51E+07	0	0	0	1.24E+07	0	6212100	0	0	0	0	9243200	0	1.36E+07	2.72E+07	0	8175130	0	0	7687170	0	3486530	0	4.04E+07	2442620	0	0	0	0	0	0	0	0	0	4.01E+07	3.29E+07	0	0	1.63E+07	0	0	5728240	0	1.10E+08	7503750	0	0	0	7763670	4156940	0	0	0	0	0	1.11E+07	0	0	0	2229920	0	0	0	0	0	0	5.52E+07	0	0	0	0	0	1.01E+07	2074930	0	0	1052400	0	0	1.04E+07
F3_D15 VOC 157_68.txt	1.13E+08	0	2.01E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E+07	0	0	0	1.38E+09	0	0	0	0	0	0	0	1.84E+08	0	0	0	0	6341400	0	0	0	0	2.35E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E+07	1.25E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38E+08	0	0	0	0	0	0	0	0	0	4.72E+07	6.57E+07	0	0	0	0	0	0	0	0	0	1.96E+08	0	0	3.05E+07	0	0	0	0	6.54E+08	0	0	0	0	3.70E+07	0	0	0	0	0	0	0	0	0	2.10E+08	0	0	0	0	6303990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54E+07	8223070
F3_D15 VOC 168_90.txt	7.28E+07	2.77E+08	1.83E+08	1.38E+08	5.74E+07	0	4.07E+07	1.62E+07	0	1184720	6.17E+07	0	0	0	0	2.07E+08	0	0	0	0	0	2.34E+07	0	0	0	0	3.12E+07	0	6.76E+07	0	2.76E+07	0	0	0	0	0	0	0	1.63E+07	0	7.03E+08	0	0	0	0	2.82E+08	0	0	1.85E+08	0	0	3.56E+07	0	0	2.76E+08	0	0	0	1.51E+09	0	0	0	0	0	0	0	0	2.41E+08	0	0	0	1.14E+08	0	1.03E+07	4.92E+08	0	0	1.73E+08	0	0	7.63E+07	0	1.45E+08	2.85E+07	2.08E+07	1.85E+07	1.55E+07	0	1.36E+07	0	0	2.37E+07	5.99E+07	6.58E+07	3.32E+07	0	0	0	0	0	0	0	0	6.11E+07	5137560	2.56E+07	0	0	0	1.63E+07	0	0	0	0	7.89E+07	1.28E+08	0	0	5.70E+07	0	0	0	0	8.35E+07	0	0	0	0	1.27E+07	0	0	0	0	0	0	5.16E+07	0	0	0	1.07E+07	0	0	0	3057400	2.88E+07	0	0	0	0	0	5580380	0	4.87E+07	0	0	0	0	2.06E+07	1208420	8.77E+07
F3_D15 VOC 169_39.txt	9.15E+07	3.30E+08	1.46E+08	1.56E+08	4.55E+07	0	6.82E+07	6663150	6373040	2827290	9.25E+07	0	0	0	0	1.19E+08	0	0	0	0	0	0	0	6.28E+07	0	0	1.02E+07	0	5.68E+07	0	1.64E+07	0	0	0	0	0	629777	0	8.14E+07	0	2.45E+08	0	1.01E+08	0	0	0	2.60E+07	0	2.92E+07	0	0	1.18E+08	0	0	0	0	0	0	7.90E+08	0	0	0	0	0	0	0	1.08E+07	1.30E+08	0	0	0	0	0	9561290	3.88E+08	0	0	1.82E+08	0	1.35E+07	1.14E+08	0	1.66E+07	1.78E+07	1.35E+07	2.07E+07	0	0	8279610	0	0	5911440	2.32E+07	6.60E+07	0	0	0	9940320	0	0	0	0	0	5.80E+07	7787360	1.90E+07	1.39E+07	0	0	1.23E+07	0	0	0	0	7.85E+07	5.16E+07	0	0	8.28E+07	0	0	0	0	1.46E+08	0	0	0	0	5.88E+07	0	0	0	0	0	5879520	4.41E+07	0	6838340	0	0	0	0	1.45E+07	1.89E+07	3.87E+07	0	0	0	0	0	0	0	4.26E+07	0	0	9413060	0	0	7396680	1.34E+08
F3_D15 VOC 172_95.txt	1.44E+08	4.77E+08	1.72E+08	1.36E+08	7.13E+07	0	2.13E+07	1.28E+07	475715	310829	4.14E+07	0	2422480	0	0	2.53E+08	0	0	0	0	9685690	0	0	0	0	0	3.89E+07	0	1.54E+08	634855	0	0	0	0	0	3.04E+07	0	0	2.11E+07	0	5.43E+08	0	0	0	0	6.33E+08	0	0	2.28E+08	0	0	0	0	1432730	5.29E+08	0	0	0	2.00E+09	0	0	0	0	0	0	0	0	4.48E+08	0	0	0	0	0	6647240	0	4.62E+07	0	1.69E+08	0	0	7.23E+07	0	1.48E+08	0	1.97E+07	2.31E+07	1.40E+07	0	1.85E+07	0	0	1.31E+07	5.70E+07	0	6.31E+08	0	2.57E+07	0	0	0	0	0	0	5.73E+07	7178660	1.55E+07	0	0	0	1.08E+07	0	0	0	0	7.20E+07	0	0	0	3.44E+07	0	0	0	0	1.78E+08	0	0	0	0	0	0	0	0	8783750	0	0	4.11E+07	0	0	0	0	7020660	0	0	0	4.67E+07	0	0	5.19E+07	0	0	4534350	0	5.56E+07	0	0	0	0	2.09E+07	0	2.28E+08
F3_D15 VOC 176_43.txt	1.39E+08	3.01E+08	0	1.17E+08	1.24E+08	0	2.77E+07	3.18E+07	1981640	0	6.01E+07	0	0	0	0	1.39E+08	8.17E+07	0	0	0	0	0	2.25E+07	0	0	0	1.77E+07	0	6.17E+07	0	3408170	8985670	5221080	1.61E+07	0	0	0	0	1.09E+07	0	3.08E+08	0	1.82E+07	0	0	0	0	0	3.81E+07	0	0	0	0	0	4.21E+07	0	0	0	8.33E+08	0	0	0	0	0	0	0	0	2.24E+08	0	0	0	0	0	1.54E+07	2.10E+07	0	0	1.80E+08	0	0	4.17E+07	0	0	1.12E+08	5115410	2.09E+07	1.92E+07	0	3.00E+07	0	0	0	4.61E+07	3.26E+07	4.80E+08	0	2.46E+07	0	0	0	0	3262490	0	0	1.21E+07	0	0	0	0	1.04E+07	0	0	0	0	9.41E+07	0	0	0	5.27E+07	0	0	0	0	1.08E+08	0	0	0	0	4.28E+07	0	0	0	0	0	0	4.87E+07	0	0	0	0	1.74E+07	0	0	1.07E+07	4.79E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E+08
F3_D16 178_117.txt	1.43E+08	2.81E+08	1.13E+08	2.19E+08	1.95E+08	0	3.43E+07	1.84E+07	1.34E+07	0	2.25E+07	0	0	0	1.44E+08	0	9.16E+07	1.24E+07	0	0	0	0	0	0	0	0	0	0	2.64E+07	0	5991130	0	0	0	0	0	489948	0	1.96E+07	0	8.02E+08	0	0	0	0	0	0	0	1.05E+08	0	0	0	0	0	0	0	0	1.52E+08	0	0	0	0	0	0	0	0	0	0	4.34E+08	0	0	0	0	0	0	0	0	7.22E+07	0	0	5.14E+07	0	1.13E+08	0	7161580	1.55E+07	0	9233610	0	0	0	5.23E+07	3.31E+07	0	1.20E+09	0	1.64E+07	0	0	0	0	2.29E+07	0	3.05E+07	5687790	0	0	0	3.95E+07	0	0	0	0	0	3.06E+07	0	0	0	3.36E+07	0	0	0	2.74E+08	0	2.17E+07	0	0	0	1.11E+07	0	0	0	7390360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922804	0	0	0	0	0	4422280
F3_D18 148_306.txt	6.72E+07	2.78E+08	5.42E+07	1.97E+08	1.64E+08	0	0	1.05E+07	0	694643	5.44E+07	0	0	0	0	4.42E+07	4.06E+07	0	0	0	0	0	3.96E+07	0	0	0	2.65E+07	0	6.23E+07	4186160	0	0	0	0	0	0	0	0	4262800	0	5.78E+08	1.25E+07	0	1.31E+07	5.30E+07	1.84E+07	0	0	9357310	0	0	6.29E+08	0	0	1.96E+08	0	0	0	1.20E+09	0	0	0	0	0	2907950	0	0	2.15E+08	1.67E+08	0	0	0	0	4078660	1.06E+07	952955	0	8.32E+07	0	0	8902650	0	0	0	4664680	0	0	0	0	0	4.34E+07	1.92E+07	0	6435370	4.54E+08	0	0	0	0	0	0	1.04E+07	0	5.67E+07	1.21E+07	0	0	0	0	0	0	0	0	0	2.13E+07	2.77E+07	0	0	0	0	0	9370750	2.14E+07	1.72E+08	0	6597110	0	0	0	0	0	0	2488440	0	0	8445650	0	0	1.79E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077130	0	0	987318	0	0	1.05E+07
F3_D18 152_163.txt	7.28E+07	2.70E+08	6.42E+07	2.42E+08	2.47E+08	0	6.27E+07	3.08E+07	4354850	0	3.15E+07	0	0	0	0	1.68E+08	1.01E+08	9137260	0	0	1.36E+07	0	3.11E+07	0	0	0	1.30E+08	7.57E+07	1.11E+08	0	0	4.27E+07	0	0	0	2542900	2486300	0	1.12E+07	0	3.17E+08	0	1.51E+08	0	9.53E+07	1.09E+07	6.10E+07	0	7.57E+07	0	0	1.83E+08	4.80E+07	0	0	0	0	0	9.79E+08	0	0	0	1.01E+07	0	0	0	0	2.56E+08	0	0	0	1.26E+08	0	4660370	3.94E+08	0	0	2.16E+08	1.13E+07	2.54E+07	7.11E+07	0	0	2.02E+08	2.54E+07	5.92E+07	0	0	0	0	0	0	7.47E+07	4.10E+07	0	0	3.72E+07	1.23E+07	0	2.30E+07	1.24E+07	1.98E+07	0	0	6949800	1.15E+07	8371570	0	0	0	0	0	0	0	8.81E+07	0	0	0	2.89E+07	0	0	7274480	3.01E+07	0	0	0	0	0	9069410	0	0	0	0	0	5709790	3.51E+07	0	0	0	0	0	0	0	0	1.67E+07	0	0	0	0	0	0	0	4.73E+07	1836180	0	0	2.28E+07	0	0	1.13E+08
F3_D18 153_309.txt	6.16E+07	0	1.06E+08	8.37E+07	1.05E+08	0	1.06E+07	1.43E+07	1001740	232847	1.01E+07	0	0	0	0	1.00E+08	8.34E+07	2.15E+07	0	0	0	0	4.04E+07	0	0	9913340	6.91E+07	6.22E+07	8.73E+07	0	0	0	0	3.86E+07	0	0	0	0	1.02E+07	0	2.04E+08	5.23E+07	9.98E+07	0	8.42E+07	1.94E+07	0	0	0	1.99E+07	0	1.51E+08	0	0	8.70E+07	1.27E+08	0	0	3.63E+08	2.00E+08	0	0	0	0	0	0	1.11E+07	1.13E+08	1.41E+08	0	0	0	0	0	1.48E+08	1.27E+07	0	1.41E+08	5075610	0	2.24E+07	0	6530650	0	3853120	0	0	0	0	0	7.43E+07	4070050	0	1.60E+07	0	0	0	2541170	0	2852830	0	4386900	0	3.17E+07	3582930	0	0	0	0	0	0	0	1.47E+07	0	3.88E+07	1.79E+07	0	0	7146750	0	0	2942850	0	2.27E+08	0	0	1.33E+07	0	2381670	0	2105720	0	0	0	4267450	8535240	0	0	7957770	0	0	0	0	0	0	0	0	0	0	0	3251440	0	1.28E+07	2049310	1508840	0	0	0	0	8.21E+07
F3_D18 154_272.txt	8.79E+07	0	2.00E+08	8.20E+07	1.33E+08	2311470	3.75E+07	2.91E+07	5058370	872304	5.01E+07	0	0	0	0	8.36E+07	6.75E+07	4444000	0	414844	0	0	7.75E+07	0	0	0	6.89E+07	7.52E+07	1.75E+08	0	1.60E+07	0	0	631673	0	0	0	0	5.55E+07	0	2.72E+08	0	1.38E+08	0	1.82E+08	5.95E+07	0	0	3.41E+07	0	1.16E+08	1.26E+08	0	0	2.57E+08	0	0	0	9.59E+08	0	0	0	1.50E+07	0	0	0	0	2.39E+08	3.23E+08	0	0	0	0	0	0	0	0	1.35E+08	8512140	1.10E+07	5.29E+07	1.10E+08	0	1.73E+07	1.60E+07	9784970	0	0	0	0	0	0	1.24E+07	1.62E+07	4.13E+08	0	1.20E+07	3744880	0	0	0	1.01E+07	0	6.07E+07	4262150	0	0	0	0	0	0	0	0	0	4.34E+07	3.90E+07	0	0	1.22E+07	0	0	0	0	8.99E+07	0	0	0	0	9216270	4805210	0	0	0	8479770	0	1.17E+07	0	0	0	3913900	0	0	0	0	0	3.46E+07	0	0	0	0	4850910	0	0	1791940	0	0	0	0	0	4698250
F3_D18 168_179.txt	5.39E+07	3.28E+08	2964770	0	7.96E+07	0	2.01E+07	0	1.55E+07	0	0	4962630	0	0	4.31E+07	0	1.11E+08	0	0	0	9287060	0	0	0	0	0	4184890	0	0	0	0	0	0	8305460	0	0	731524	6523880	0	0	0	3665280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7737230	0	0	1.24E+07	0	0	0	5432800	0	5533100	1.16E+07	0	0	6182620	2.77E+07	2085810	0	7235190	0	5448460	3.01E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40E+07	4954510	5378820	0	4846220	0	0	0	0	0	0	0	0	0	1.09E+07	0	0	0	2.37E+07	0	0	0	0	0	0	6992820	0	7787380	1.38E+07	0	0	0	0	1335620	767151	1.36E+07	0	0	0	0	0	2862440	9172050	0	0	0	0	0	0	0	543109	0	0	868597	5064140	0	0	0	0	7.77E+07
